OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
697,1145,Crestline Group Campground,33.31277175,-116.8647064,"Summit Cir & E Grade Rd, San Diego CA 92070","6:00am - 8:00pm, daily",,,,,,,,,,,,,,,,,,1,Cleveland National Forest,7d66e516-1e3b-43f8-bc06-c294b03743db,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
698,1164,Don E Anderson Community Building,33.12596903,-117.0844861,"120 Woodward Ave, Escondido, CA 92025",Unknown,,,,,,,,,,,,,,,,,,1,City of Escondido,73a0a5ce-34a9-4ab6-a01a-d3fc883d0a6b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
699,1255,Hillside Center Park,32.80658197,-116.9859882,"840 Buena Terrace, El Cajon, CA 92020",Unknown,,,,,,,,,,,,,,,,,,1,City of El Cajon,cd08e1c5-a4a7-4602-88e5-921f80fcddf7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
700,1272,Jack's Pond Park,33.13018411,-117.140616,"986 La Moree Rd, San Marcos, CA 92078",Unknown,,,,,,,,,,,,,,,,,,1,City of San Marcos,ed0a247d-3a36-4456-9d34-80448afcbbb3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
701,1314,Lakeside Baseball Field,32.85433356,-116.9525975,"10030 Marathon Pkwy, Lakeside, CA 92040",Call for hours and field availability,,,,,,,,,,,,,,,,,,1,San Diego County,74c5f512-8d32-4833-b609-039a4160feac,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
703,1362,Mathes Community Center,33.12066934,-117.0791334,"247 S Kalmia St, Escondido, CA 92025",Mon - Fri 8:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,City of Escondido,48e43e65-dbf0-4cb5-a587-6a7e8a074be9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
704,1412,Oak Hill Activity Center,33.13170259,-117.0483928,"405 S Midway Dr, Escondido, CA 92027",Unknown,,,,,,,,,,,,,,,,,,1,City of Escondido,40595a9d-2a15-4c55-aa2c-77a8329602c8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
706,1584,South Village Neighborhood Park,32.99465275,-117.1608948,"14756 Via Azul, San Diego, CA 92127",Not Available ,,,,,,,,,,,,,,,,,,1,City of San Diego,40861204-de2d-4191-acf8-34927916fc15,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
707,1639,Valle Verde Park,33.01941111,-117.0454667,"16899 St Andrews Dr, Poway, CA 92064",Sunrise to Sunset,3,,1,0,1,1,0,1,3,2,,1,,,,,,0,City of Poway,fcf6fc67-bd36-4ef1-927b-1dae75529e05,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,04:11.2
708,1222,Veterans Park (Fallbrook),33.3855337,-117.2240087,"Glenn Crawford St, Fallbrook, CA 92028",Unknown,,,,,,,,,,,,,,,,,,1,City of Fallbrook,464dc111-60ce-46fe-beae-2a8914aa3572,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
709,1652,Vista Transit Center (Sprinter),33.2029534,-117.2447864,"240 N Santa Fe Ave, Vista, CA 92083",Not Available ,,,,,,,,,,,,,,,,,,1,North County Transit District (Sprinter),03c120f6-b1bb-456a-9176-60875e0a300f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
710,1668,Yacht Basin Shelter Island,32.70889597,-117.2339392,"1407a Shelter Island Dr, San Diego, CA 92106",6:00am - 10:30am,,,,,,,,,,,,,,,,,,1,Port of San Diego,4aa7a7ce-220e-4be4-8cc4-258ec55dbd6a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
711,1355,Marshall Street Swim Center,33.18365827,-117.362971,"1404 Marshall St, Oceanside, CA 92054",Open Seasonally,,,,,,,,,,,,,,,,,,1,City of Oceanside,d132fd6b-b358-4066-b129-1e880419f06a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
712,1444,Poway Midland Railroad Train Depot,32.96963663,-117.0363339,"14115 Midland Road, Poway, CA 92064",Special Events and Weekends,3,,1,0,1,1,1,1,3,2,,1,,,,,,0,City of Poway,1cb8009f-b006-4851-85a0-1583c8e00378,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,7/16/22 16:33
713,1771,Clairemont Swimming Pool,32.80531377,-117.1996968,"3600 Clairemont Dr, San Diego, CA 92117","Sun Closed; Mon, Wed, Fri 12:00pm - 3:30pm; Tues & Thurs 11:00am - 3:30pm; Sat 12:00pm - 3:00pm",,,,,,,,,,,,,,,,,,1,City of San Diego,18ef86f7-c4fd-4ff1-9c29-960e6029dffd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
714,1275,James A Stone Pool,33.12483614,-117.0852701,"131 Woodward Ave, Escondido, CA 92025","Sat - Sun 9:00am - 5:00pm, Mon - Thurs 12:00pm - 9:00pm, Fri 12:00pm - 7 :00pm",,,,,,,,,,,,,,,,,,1,City of Escondido,0f2b83a1-d08d-4107-a55b-10a34ee8d005,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
715,1728,Tecolote Nature Center,32.77550015,-117.1972506,"5180 Tecolote Road, San Diego, CA 92110",Wed - Sat 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,a1d2ee23-2ad9-4c7a-9df0-cc3f2917b2ed,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
716,1659,West Hills Park,32.84757418,-117.0206308,"8790 Mast Blvd, Santee, CA 92071",Dawn to 10:00pm (when fields are rented with lighting),,,,,,,,,,,,,,,,,,1,City of Santee,e195c69f-9f94-49a1-af30-efbae653bd1b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
717,1667,Woodland Park Pool,33.14993295,-117.1314981,"671 Woodland Pkwy, San Marcos, CA 92069","Sun 3:00pm - 9:00pm, Mon - Fri 12:00pm - 11:00pm, Sat 8:00am - 9:00pm",,,,,,,,,,,,,,,,,,1,City of San Marcos,78cf1c01-35c6-4250-a4e4-c82925b1720f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
718,1663,Willie Henderson Sports Complex,32.69466914,-117.0965779,"1035 S 45th St, San Diego, CA 92113",Call for hours,,,,,,,,,,,,,,,,,,1,City of San Diego,2a292afa-2223-4e98-b9b0-b10ca7b12db6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
719,1175,East Valley Community Center,33.13885,-117.0457389,"2245 E Valley Pkwy, Escondido, CA 92027","Sun - Fri 7:00am - 10:00pm, Sat 6:00am - 9:30pm",,,,,,,,1,,,,,,,,,,1,City of Escondido,fc2566e1-fc0d-468b-afaa-39d3334649ee,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
720,1710,Tierrasanta Community Pool,32.83036183,-117.087318,"11238 Clairemont Mesa Blvd #1524, San Diego, CA 92124","Mon, Wed, Fri 12:00pm - 4:00pm; Tues & Thurs 6:00pm - 8:00pm; Sat - Sun Closed",,,,,,,,,,,,,,,,,,1,City of San Diego,21a1e35c-b8c4-4a95-93d1-caf95c710af2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
722,1074,Campo-Morena Village Branch Library,32.62432028,-116.475478,"31356 CA-94, Campo, CA 91906","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,San Diego County,bcedf4ee-3b65-4b1d-a4e8-5ccd3f49a1f0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
723,1081,Cardiff-by-the-Sea Branch Library,33.02170827,-117.281412,"2081 Newcastle Ave, Cardiff, CA 92007",Sun - Mon Closed;  Tues 12:00pm - 7:00pm; Wed - Thurs 10:00am - 6:00pm; Fri - Sat 10:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,San Diego County,42a68b92-b2a3-40f2-bf96-0ab32c8b660d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
724,1480,Pine Valley Branch Library,32.82365004,-116.5313323,"28804 Old Hwy 80, Pine Valley, CA 91962","Sun - Mon closed, Tues 12:00pm - 8:00pm, Wed - Thurs 9:00am - 6:00pm, Fri 9:00am - 5:00pm, Sat 9:00am - 4:00pm.",,,,,,,,,,,,,,,,,,1,San Diego County,87c43d7b-d8c3-466f-9fc3-1ceb7b684164,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
725,1489,Potrero Branch Library,32.61127064,-116.6126505,"24883 Potrero Valley Rd, Potrero, CA 91963","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,,,,,,,,,,,,,,,1,San Diego County,60365a62-345a-4a7a-b906-cd16e491691e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
726,1725,El Corazon Park,33.20631815,-117.3196074,"3306 Senior Center Dr, Oceanside, CA 92056","Sun - Mon closed, Tues, Thurs & Sat 12:00pm - 3:00pm, Wed & Fri 12:30am - 5:00pm",,,,,,,,,,,,,,,,,,1,City of Oceanside,0eaa2620-7165-435c-956a-700cbb4188a8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
727,1109,Chula Vista Community Park,32.64398086,-116.9676296,"1060 Eastlake Pkwy, Chula Vista, CA 91915","Sun - Thurs 8:00am - 10:00pm, Fri - Sat 8:00am - 11:00pm",,,,,,,,,,,,,,,,,,1,City of Chula Vista,e2a98db1-4c30-45fe-bfa1-e539e3179037,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
728,1016,Alder Glen Tot Lot,33.13529381,-117.1440392,"608 Shelly Dr, San Marcos, CA 92078","Sun - Thurs 8:00am - 11:00pm, Fri - Sat 7:00am - 12:00am.",,,,,,,,,,,,,,,,,,1,City of San Marcos,c85a31bf-da05-41d7-9667-2d24c05df12a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
729,1431,Oceanside Harbor Parking Lot 3,33.2127405,-117.3958686,"1850 N Harbor Dr, Oceanside, CA 92054","Sun - Thurs 8:00am - 11:00pm, Fri - Sat 7:00am - 12:00am",1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Oceanside,9d2f1ff7-5332-4278-9f1a-02e7cb0bb91d,42:35.3,arios8883_SDSUGeo,51:58.1,,9/24/22 13:48
730,1430,Oceanside Harbor Parking Lot 7,33.20430465,-117.390575,"240 N Pacific St, Oceanside, CA 92054","Sun - Tues & Thurs - Fri 24/7, Wed & Sat 7:00am - 8:00pm",1,,0,0,1,0,0,1,3,2,,1,,,,,,0,City of Oceanside,d92008ce-b88c-490d-876f-38bc7910ff2e,42:35.3,arios8883_SDSUGeo,27:44.0,,9/24/22 14:27
731,1429,Oceanside Harbor Playground,33.20685605,-117.395178,"1370 N Pacific St, Oceanside, CA 92054","Sunrise to Sunset, daily",0,,0,0,1,1,0,1,1,2,,2,,,,,,0,City of Oceanside,d7820924-387a-4685-92e5-a169a32c1712,42:35.3,arios8883_SDSUGeo,36:12.3,,9/24/22 14:35
733,1465,Palomar Mountain County Park,33.3131373,-116.8587925,"21820 Crestline Rd, Palomar Mountain, CA 92060","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,90c1860e-56c7-4df5-8812-b94086965d8f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
734,1715,Cactus County Park,32.87164717,-116.9162239,"10610 Ashwood St, Lakeside, CA 92040","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,50f8a05a-7118-4159-b72f-c6179c0fb798,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
735,1070,Cactus Park BMX,32.87080903,-116.9151841,"10610 Ashwood St, Lakeside, CA 92040","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,31f80e7e-3e9a-460d-b7ab-92cef75686e4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
736,1207,Felicita County Park,33.08247222,-117.0840333,"742 Clarence Ln, Escondido, CA 92029","Sunrise to Sunset, daily",,,,,,,,0,,,,,,,,,,1,San Diego County,d7423217-7287-48c9-9675-0721d45e021c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
737,1208,Felicita Park Playground,33.08322655,-117.0851212,"834 Park Dr, Escondido, CA 92029","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,5f8c8e76-2c4f-4f60-a993-7d6d08aa00ad,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
738,1730,Lake Murray (Laport Street),32.7881935,-117.0400504,"7505 El Paso St, La Mesa, CA 91942","Sunrise to Sunset, daily",1,,1,0,0,0,1,1,1,2,,1,,,,,,0,City of San Diego & Mission Trails Regional Park,e0b59e20-6f3d-421b-ab0b-e97b0150b9d7,42:35.3,arios8883_SDSUGeo,49:25.8,,5/22/22 16:48
739,1729,Lake Murray (Shira Field),32.7894923,-117.0433361,"250 Park Ridge Blvd, San Diego, CA 92119","Sunrise to Sunset, daily",1,,1,0,0,0,1,1,1,2,,1,,,,,,0,City of San Diego & Mission Trails Regional Park,06c0f898-b947-48e3-893e-4773a48c71e0,42:35.3,arios8883_SDSUGeo,54:41.7,,5/22/22 16:54
740,1393,Mountain View Park (Escondido),33.12865951,-117.0354737,"1160 S Citrus Ave, Escondido, CA 92027","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,City of Escondido,6e18957e-cded-43bb-ab6b-cc139ebf9f47,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
741,1443,Old Ironsides County Park,32.82267145,-116.8267724,"E Noakes St & Harbinson Canyon, El Cajon, CA 92019","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,ba0b6c83-141a-4e52-9ce6-111cbf770823,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
742,1568,Simmons Family Park,33.12380499,-117.224467,"2180 Rocky Point Way, San Marcos, CA 92078","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,City of San Marcos,d2b269ca-ae50-4d3f-801d-025ca06ddff6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
743,1735,Flinn Springs County Park (3),32.84726741,-116.8603945,"14787 Old Highway 80, El Cajon, CA 92021","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,bc7497f7-df9d-4e07-a03b-8826d5bd4a39,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
744,1774,Fishing Otay Lake City of San Diego Reservoir,32.61771521,-116.933755,"2165 Wueste Rd, Chula Vista, CA 91915","Sunrise to Sunset, daily, closed Dec 25",,,,,,,,,,,,,,,,,,1,City of San Diego,474bddfa-a2b1-4600-ae3f-b594b423d4e9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
745,1511,Rob McLeod Park,33.14787192,-117.1003285,"1701 S Iris Ln, Escondido, CA 92026","Sunrise to Sunset, daily, closed Dec 25",,,,,,,,,,,,,,,,,,1,City of Escondido,cc938b87-aa25-4211-9033-f777fc9d0234,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
746,1214,Flinn Springs County Park (1),32.84855633,-116.8595201,"14787 Old Highway 80, El Cajon, CA 92021","Sunrise to Sunset, daily, closed Dec 25",,,,,,,,,,,,,,,,,,1,San Diego County,652c29f4-a645-4983-a91f-7b4a3d8f469e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
747,1734,Flinn Springs County Park (2),32.84770907,-116.8604964,"14787 Old Highway 80, El Cajon, CA 92021","Sunrise to Sunset, daily, Restrooms closed Dec 25th, also closed in August due to extreme summer heat.",,,,,,,,,,,,,,,,,,1,San Diego County,3c28daa9-2010-4b88-996c-b92b3a5996ee,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
748,1640,Vallecito County Park,32.97556378,-116.3502668,"37349 Great Southern Overland Stage Route, Julian, CA 92036","Tues - Sat 10:00am - 1:00pm, Sun - Mon closed",,,,,,,,,,,,,,,,,,1,San Diego County,623d9919-38f6-4f9f-b901-30f9e0d03330,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
749,1680,Colina Del Sol Swimming Pool,32.75257135,-117.0790123,"4150 54th Pl, San Diego, CA 92105",Tues & Thurs 2:00pm - 7:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,a3e39439-c569-4fcd-8c1c-e51599002b62,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
750,1641,Valley Center History Museum,33.24250908,-117.0243977,"29200 Cole Grade Rd, Valley Center, CA 92082",Tues - Sat 12:00pm - 4:00pm 24/7,,,,,,,,,,,,,,,,,,1,Valley Center Historical Society,c9e9259a-c04b-4982-af81-312a116c0a2e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
751,1066,Buena Vista Audubon Society,33.1692692,-117.3567875,"2202 S Coast Hwy, Oceanside, CA 92054",Tues & Thurs 9:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,National Audubon Society,fec7d7e2-5215-49d3-bb0d-c43223215ea8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
752,1766,Campland on the Bay,32.79517725,-117.2240536,"2211 Pacific Beach Dr, San Diego, CA 92109",Winter Hours: Wed - Sun 8:30am - 4:30pm until March 15th. Summer Hours: Sun - Thurs 10:00am - 6:00pm; Fri - Sat 10:00am - 10:00pm ,,,,,,,,,,,,,,,,,,1,City of San Diego & Terra Vista Management,35972a4d-92ee-42bc-86c4-2d8115f23d90,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
753,1426,Ocean Beach Robb Field,32.75379056,-117.2446977,"2525 Bacon St, San Diego, CA 92107",8:00am to Dusk,3,Only open during scheduled activities,1,3,2,2,0,0,2,2,,1,,,,,,2,City of San Diego,4fc1c219-559b-4b74-a5de-21382915560e,42:35.3,arios8883_SDSUGeo,04:34.2,,03:04.3
754,1022,America Plaza Trolley Station,32.71609192,-117.1690177,"600 W Broadway, San Diego, CA 92101",8:00am - 5:00pm daily,0,,1,0,1,0,0,1,1,4,,,,,,2,,0,Irvine Company,82644a16-a0ca-4949-a35e-e1fd972d824f,01:45.4,,03:52.6,,00:56.2
755,1893,Pacific Highlands Ranch Recreation Center,32.95976587,-117.1866991,"5977 Village Center Loop Rd, San Diego, CA 92130",Mon & Fri 9:00am - 7:00pm; Tues & Wed 9:00am - 7:30pm; Wed 9:00am - 9:00pm; Sat 9:00am - 4:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,da279ad9-2517-40c2-83e4-0b6126d406c0,24:43.5,,39:02.9,arios8883_SDSUGeo,
757,1039,Wegeforth Elementary Joint Use,32.80541372,-117.1357144,"3443 Ediwhar Ave, San Diego, CA 92123",Joint Use Hours,,,,,,,,,,,,,,,,,,1,Joint Use between the City of San Diego & San Diego Unified School District,965b1ff5-4f9d-4bf0-b8b6-d15411f61bc3,18:33.8,arios8883_SDSUGeo,39:05.7,arios8883_SDSUGeo,
758,1051,Balboa Park Casa de Balboa,32.7310811,-117.1486133,"1649 El Prado, San Diego, CA 92101",Mon Closed; Tues - Sun 9:00am - 5:00pm ,,,,,,,,,,,,,,,,,,1,City of San Diego,4afcedbe-091e-44af-ab9d-b8ae51e9b982,18:33.8,arios8883_SDSUGeo,39:09.4,arios8883_SDSUGeo,
759,1114,Balboa Park Casa del Prado,32.73177938,-117.1482004,"1800 El Prado, San Diego, CA  92101",8:00am - 10:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,82ad9d47-205e-4d21-b304-93550e1c1f12,18:33.8,arios8883_SDSUGeo,39:11.1,arios8883_SDSUGeo,
760,1117,Cabrillo Heights Ball Fields,32.80591745,-117.1477309,"8308 Hurlbut St, San Diego, CA 92123",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,5fbb4d28-0bed-4e4a-a9ce-e3fcbe95ff67,18:33.8,arios8883_SDSUGeo,39:15.5,arios8883_SDSUGeo,
761,1148,Cesar Solis Community Park,32.57040154,-117.0246762,"4901 Del Sol Blvd., San Diego, CA  92154",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,520cf065-75a3-4652-b7b7-4f3e856a4085,18:33.8,arios8883_SDSUGeo,39:13.4,arios8883_SDSUGeo,
762,1174,Park de la Cruz Gymnasium,32.74552511,-117.1108148,"3911 Landis St, San Diego, CA 92105",Mon - Fri 10:00am - 8:30pm; Sat - Sun 9:00am - 5:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,34cded7d-d406-4944-8fa3-17479b387f3f,18:33.8,arios8883_SDSUGeo,39:17.2,arios8883_SDSUGeo,
763,1318,Memorial Pool,32.69911641,-117.1314862,"2902 Marcy Ave, San Diego, CA 92113",Wed 12:00pm - 5:30pm; Fri 2:00pm - 5:30pm; Sat 10:30am - 2:30pm,,,,,,,,,,,,,,,,,,1,City of San Diego,9fa782ca-ac2f-4138-86a5-7e3758460fa3,18:33.8,arios8883_SDSUGeo,39:19.4,arios8883_SDSUGeo,
765,1419,Balboa Park San Diego Municipal Gym,32.7269752,-117.1531082,"2111 Pan American Plaza, San Diego, CA  92101",Mon - Fri 12:00pm - 8:45pm; Sat 9:00am - 4:45pm; Sun Closed,,,,,,,,,,,,,,,,,,0,City of San Diego,d00de539-55ea-4b52-880b-cf2833951b9f,18:33.8,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
766,1420,Old San Ysidro Library,32.5526179,-117.0443281,"101 W San Ysidro Blvd, San Diego, CA 92173",Rec Center Hours,,,,,,,,,,,,,,,,,,1,City of San Diego,ab5dcb6e-94cf-4ca9-8594-ffe9ede90afe,18:33.8,arios8883_SDSUGeo,39:29.3,arios8883_SDSUGeo,
767,1446,Casa Familiar Recreation Center,32.55667659,-117.0442919,"268 East Park Ave San Ysidro, CA 92173",Mon - Thurs 9:00am - 6:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,d05a5739-f469-4aa9-be4b-0221c5e0d3a4,18:33.8,arios8883_SDSUGeo,38:54.3,arios8883_SDSUGeo,
768,1458,Silver Wing Comfort Station,32.5779845,-117.0536044,"3737 Arey Dr., San Diego, CA 92154",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,c212f97e-d2ce-46b8-bdab-052c6fb17696,18:33.8,arios8883_SDSUGeo,38:52.5,arios8883_SDSUGeo,
769,1460,Otay Valley Regional Park Mace Street Equestrian Staging Area,32.59138313,-117.0540715,"250 Mace St, Chula Vista, CA 91911",8:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,c35d7c8d-f731-4a3e-abc8-cdc4fcd8ded3,18:33.8,arios8883_SDSUGeo,38:50.6,arios8883_SDSUGeo,
770,1483,Balboa Park Pepper Grove South,32.72799142,-117.1484777,"Balboa Park, Pepper Grove, San Diego, CA  92101",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,65272bd5-4a4e-40e5-be5c-6c57c6859717,18:33.8,arios8883_SDSUGeo,38:48.8,arios8883_SDSUGeo,
771,1496,Balboa Park Recital Hall,32.72817562,-117.1535683,"2130 Pan American Rd. W., San Diego, CA  92101",8:00am - 10:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,de910186-ed3f-44a7-b270-10e03e19c803,18:33.8,arios8883_SDSUGeo,11:42.0,arios8883_SDSUGeo,
772,1510,Balboa Park Palisades Building,32.72713797,-117.1542488,"2000 Pan American Plaza, San Diego, CA  92101",not listed,,,,,,,,,,,,,,,,,,1,City of San Diego,c52e269a-1b6f-4daa-9ed4-e14480f343be,18:33.8,arios8883_SDSUGeo,11:44.3,arios8883_SDSUGeo,
773,1528,Penn Athletic Field and Recreation Center,32.67828846,-117.0477726,"2555 Dusk Dr, San Diego, CA 92139",Mon - Thurs 1:00pm - 8:00pm; Fri 1:00pm - 7:00pm; Sat 9:00am - 3:00pm; Sun 9:00am - 2:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,8ebfe0a2-9cb9-4eea-852c-a350e240f764,18:33.8,arios8883_SDSUGeo,11:46.1,arios8883_SDSUGeo,
774,1551,Sunshine Bernardini Field,32.72194369,-117.1002653,"4402 Federal Blvd, San Diego, CA 92105",8:00am - 8:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,7a94c5d9-9382-4e82-a0f0-79c537180feb,18:33.8,arios8883_SDSUGeo,11:49.3,arios8883_SDSUGeo,
775,1554,Teralta Park,32.75135974,-117.1082044,"4100 Central Ave., San Diego, CA  92015",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,d9128ee5-2d79-45cb-8417-134679864de4,18:33.8,arios8883_SDSUGeo,11:51.0,arios8883_SDSUGeo,
776,1563,Balboa Park Tennis Complex,32.74011158,-117.1410309,"2221 Morley Field Dr, San Diego, CA 92104",24/7,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of San Diego,edc705ad-e9ce-45bf-8b5f-154f5e702089,18:33.8,arios8883_SDSUGeo,13:53.1,,6/18/24 14:30
777,1837,Pacific Beach Recreation Center,32.80152474,-117.2449234,"1405 Diamond St, San Diego, CA 92109",Mon & Wed 9:00am - 8:00pm; Tues & Thurs 9:00am - 9:00pm; Fri 11:00am - 7:00pm; Sat 9:00am - 3:00pm; Sun Closed,0,,1,0,1,1,0,1,1,1,2,,,,,,,0,City of San Diego,f299bf28-478f-4cb9-abd1-fe95a05ee9f5,18:33.8,arios8883_SDSUGeo,10:48.0,,10/24/22 17:09
778,1840,Old Town Leather Depot,32.7541287,-117.1961343,"2625 Calhoun St, San Diego, CA 92110",10:00am to 6pm,3,,0,0,1,0,0,1,1,2,,1,,,,,,0,City of San Diego & CA state parks,a976afdd-5253-48e0-8b2b-9f0dbf72b187,18:33.8,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,10/24/22 15:28
779,1841,Old Town El Mercadito,32.755171,-117.197278,"2754 Calhoun St, San Diego, CA 92110",Mon - Thurs 11:00am - 9:00pm; Fri 11:00am - 10:00pm; Sat 10:00am - 10:00pm; Sun 10:00am - 9:00pm ,1,,1,0,1,1,1,1,1,2,,1,,,,,Sinks in women’s bathroom did not work at time of visit. There was a portable handwashing station installed however this was running very hot water making it so no one could wash their hands. ,0,"City of San Diego, CA state parks, & OLD TOWN FAMILY HOSPITALITY CORP",21c7e2f4-2191-4b98-873e-600ebbbc6a77,18:33.8,arios8883_SDSUGeo,32:35.0,,6/23/24 15:37
780,1847,Warren Canyon,33.01315422,-117.0094535,"16275 Espola Rd, Poway, CA 92064","Sunrise to Sunset, daily",,,,,,,,,,,,,,,,,,1,City of Poway,e12db2b1-d8b4-48f1-ba46-6a97d82536ad,18:33.8,arios8883_SDSUGeo,11:29.6,arios8883_SDSUGeo,
