OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
73,1189,Marie Widman Memorial Park,32.710433,-117.053499,"6727 Imperial Ave., San Diego, CA  92114",24/7,,,,3,0,2,2,0,2,2,,1,,,,,Restroom closed,2,City of San Diego,68a41e78-ba5c-4419-b30c-aaf86e59ca49,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
75,1353,Mariner's Point,32.76913233,-117.2457835,"3119 Mariners Way, San Diego, CA 92109",24/7,1,,0,0,1,0,0,1,1,2,,1,,,,,,0,City of San Diego,e31fd9cd-3ef3-4ad7-a926-4ba0035455f2,42:35.3,arios8883_SDSUGeo,36:04.6,,6/23/22 15:35
76,1657,Waterfront Park Marriage Hut,32.72242984,-117.1722806,"1600 Pacific Hwy, San Diego, CA 92101",6:00am - 10:00pm daily,0,,0,0,1,1,1,1,1,2,,1,,,,,,0,San Diego County,b1db6560-f6d3-444d-abf9-39910b314764,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
77,1126,College-Rolando Branch Library,32.76920819,-117.055994,"6600 Montezuma Rd, San Diego, CA 92115",Sat - Sun closed; Mon - Tues 11:30am - 8:00pm; Wed - Fri 9:30am - 6:00pm,3,"9:30-6p W-Sat, m-t 11:30-8p",1,0,1,1,0,1,1,1,1,,,,,,,0,City of San Diego,06fa243f-31be-492c-8a5b-da8c7360e72f,42:35.3,arios8883_SDSUGeo,53:47.1,,40:59.0
78,1098,Casa de Salud Youth Center,32.66924114,-117.1092183,"1408 Harding Ave, National City, CA 91950",Mon - Wed 3:00pm - 7:00pm,1,,1,3,2,2,2,0,3,1,5,,,,,,,0,City of National City,0578170b-378b-414a-b707-eef42ebe55f9,42:35.3,arios8883_SDSUGeo,48:38.7,,7/20/22 21:48
79,1106,Chollas Lake,32.73836217,-117.0608966,"6350 College Grove Dr, San Diego, CA 92115","6:30am to 30 minutes before sunset, daily (gate closes 7:00pm on Tues)",0,,1,0,1,0,1,1,1,2,,1,,,,,,0,City of San Diego,dfe219b4-6b36-4414-a5a7-362d9c18c862,42:35.3,arios8883_SDSUGeo,18:26.3,,4/25/22 0:07
80,1526,San Carlos Branch Library,32.80205299,-117.0405983,"7265 Jackson Dr, San Diego, CA 92119",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,97fbf9a4-1774-4e97-971f-f6fef6244e6c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
81,1120,Clairemont Branch Library,32.79355112,-117.1939173,"2920 Burgener Blvd, San Diego, CA 92110",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,552846f5-54de-4bc9-8a1f-2f4143182d1f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
82,1217,Garage Buona Forchetta,32.6852831,-117.1790207,"1000 C Ave, Coronado, CA 92118","Sun - Thurs 8:00am - 9:00pm, Fri - Sat 8:00am - 10:00pm",0,,1,0,1,1,0,1,3,,,,,,,,Hours correspond with restaurant hours,0,City of Coronado & Buena Forchetta SD ,78190c2e-c110-4cbb-9a77-96c96b30e44c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
83,1613,Templars Hall,32.97028879,-117.0368728,"14134 Midland Rd, Poway, CA 92064","Weekends and Special Events. Otherwise, go to the facility behind the Hamburger Factory @ 14122 Midland Rd, Poway, CA 92064",0,,1,0,1,0,1,1,3,2,,,,,,,,0,City of Poway,83d36f29-e7d6-4fba-b506-6f29e1baa25e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
84,1040,Mission Bay Park (De Anza Boat Launch),32.79238031,-117.2093214,"3500 Mission Bay Dr, San Diego, CA 92109",24/7,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,32c2dd48-475f-4b55-aea9-93aec120d923,42:35.3,arios8883_SDSUGeo,19:40.4,,3/5/22 17:18
85,1366,Memorial Park,32.70018656,-117.1305776,"2947 Ocean View Blvd., San Diego, CA  92113",7:00am - 7:00pm,1,,1,0,1,0,1,1,1,2,,1,,,,,,0,City of San Diego,1b0a8b85-3789-4202-a7e1-3cacdf1706e7,42:35.3,arios8883_SDSUGeo,07:50.8,,8/23/22 16:07
86,1615,Crescent Area Embarcadero,32.72698487,-117.175781,"2320 N Harbor Dr, San Diego, CA 92101","6:00am - 10:30pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,Port of San Diego,988b0577-97b4-43f0-8056-439dc60ece06,42:35.3,arios8883_SDSUGeo,49:56.3,,8/19/22 15:49
87,1392,Mountain View Community Center,32.69941667,-117.1058139,"641 S Boundary St, San Diego, CA 92113",Mon - Thurs 12:00pm - 9:00pm; Fri 12:00pm - 8:00pm; Sat - Sun 9:00am - 5:00pm,0,,,1,1,1,0,1,3,1,5,,,,,,,0,City of San Diego,385737d5-d837-4d98-a14e-61b4d117439f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
88,1414,Oak Park Branch Library,32.73498264,-117.0800792,"2802 54th St, San Diego, CA 92105",Sat - Sun closed; Mon - Tues 11:30am - 8:00pm; Wed - Fri 9:30am - 6:00pm,0,,,0,1,1,2,1,3,1,1,,,,,,,0,City of San Diego,3a7c2dae-b041-4104-884e-24d5c54a1af4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
89,1375,Mission Hills-Hillcrest/Knox Branch Library,32.74970418,-117.1652115,"215 W Washington St, San Diego, CA 92103",Mon - Tues 11:30am - 8:00pm; Wed - Fri 9:30am - 6:00pm; Sat - Sun Closed,0,,,1,1,1,1,1,3,1,1,,,,,,,0,City of San Diego,1c0f2c76-74e8-401b-b38f-212c3dd64e9b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
90,1379,Mission Valley Branch Library,32.77928543,-117.1269037,"2123 Fenton Pkwy, San Diego, CA 92108",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,0,,,2,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,502499ad-f3dd-4fec-8e2a-c58c0c788d0a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
91,1618,Tierrasanta Branch Library,32.82094812,-117.0981003,"4985 La Cuenta Dr, San Diego, CA 92124",Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,0,,,0,1,1,0,1,3,,,,,,,,"4985 La Cuenta Drive, 92124. www.sandlego.gov/librarv/locations/tiellibrary ",0,City of San Diego,fa112614-e4ab-4a01-9b47-957376da4d41,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
92,1027,Aubrey Park,32.97303697,-117.0377308,"14306 Sycamore Ave, Poway, CA 92064","Weekends and Special Events. Otherwise, go to the facility behind the Hamburger Factory @ 14122 Midland Rd, Poway, CA 92064",0,,1,1,1,0,0,1,1,2,,1,,,,,,0,City of Poway,04c0b3f3-68f7-4ef9-bc6f-852ee6adcf1b,42:35.3,arios8883_SDSUGeo,54:10.0,,7/4/22 18:10
93,1836,Dixon Lake Parking,33.16607613,-117.0516921,"3024 La Honda Dr, Escondido, CA 92027",6:00a-7:30p,3,,1,0,1,0,0,1,3,2,,4,,,,,,0,City of Escondido,3dd2e58d-c3f7-4469-beed-bbf2ef2ae0fa,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,9/19/22 16:20
94,1037,Balboa Park Visitor's Center,32.73120483,-117.149758,"1549 El Prado, San Diego, CA 92101","9:30am - 4:30pm, daily ",0,,1,0,1,1,0,1,1,1,7,,,,,,Visitor’s Center,0,City of San Diego,8de9c5fd-8f98-4433-81d3-72c4c734aac6,42:35.3,arios8883_SDSUGeo,49:23.0,,2/18/22 16:52
95,1161,Dixon Lake Campground,33.16018333,-117.048975,"1700 La Honda Dr, Escondido, CA 92027",6:00a-7:30p,1,,1,0,1,0,0,1,3,2,,4,,,,,,0,City of Escondido,6aa14b44-be41-40cd-a53c-f63076b577c3,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,9/19/22 16:14
96,1529,San Dieguito (Ball Fields),32.996973,-117.236829,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am - 7:30pm, daily ",3,,,0,1,0,1,1,3,,,,,,,,,0,San Diego County,b7fb9a08-8db0-449b-8866-9412eebc978f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
97,1162,Dolores Magdaleno Memorial Recreation Center,32.69834718,-117.1317591,"2902 Marcy Ave, San Diego, CA 92113","Mon, Tues, Thurs 12:00pm - 9:00pm; Wed 12:00pm - 10:00pm; Fri 11:00am - 7:00pm; Sat 9:00am - 5:00pm; Sun 10:00am - 4:00pm.  ",3,,,0,1,0,0,1,3,1,2,,,,,,Construction/maintenance ongoing,0,City of San Diego,0a50d826-633f-4762-b0c2-28c3c368d09a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
98,1223,Glorietta Bay Park,32.67531759,-117.1693303,"1975 Strand Way, Coronado, CA 92118",24/7,1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of Coronado,9dffe2f1-3e3a-4bef-bc9d-8c1a88901a3d,42:35.3,arios8883_SDSUGeo,09:03.5,,4/22/22 14:04
99,1327,Liberty Station Basketball Court,32.73227778,-117.2146,"601 Farragut Rd, San Diego, CA 92106",Sunrise to Sunset,0,,1,0,1,1,0,1,1,2,,1,,,,,,0,City of San Diego,07d6c57f-fcfb-46c2-a8e0-01454dc1870c,42:35.3,arios8883_SDSUGeo,39:02.1,,4/23/22 14:36
100,1632,Tuna Harbor Park,32.71184058,-117.1750024,"740 N Harbor Dr, San Diego, CA 92101","9:00am to Sunset, daily",3,,1,3,2,2,0,0,2,2,,1,,,,,,0,Port of San Diego,a2a477fc-235c-44b1-8a8d-6da6677e6784,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
101,1656,Washington Park,33.13594336,-117.0610786,"501 N Rose St, Escondido, CA 92027","7:00am - 8:00pm, daily",1,,,0,1,1,1,1,3,1,3,,,,,,,0,City of Escondido,252efd7d-3d91-4511-8950-dbe06a3eaef6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
102,1049,Bonita Cove,32.77066966,-117.248612,"3290 Mariners Way, San Diego, CA 92109",24/7,1,,0,0,1,1,1,1,1,2,,2,,,,,,0,City of San Diego,8aa0353e-4e7e-4e08-a6a7-c34a17dcbf58,42:35.3,arios8883_SDSUGeo,10:45.9,,2/13/22 19:09
103,1619,Tierrasanta Community Park,32.83005836,-117.0888912,"11220 Clairemont Mesa Blvd, San Diego, CA 92124",24/7,,,1,0,1,1,0,1,3,,,,,,,,,0,City of San Diego,f6390305-8fcb-4c06-aa66-4fbee5a5a7f9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
104,1046,Ski Beach South,32.7741,-117.233221,"1600 Vacation Rd, San Diego, CA 92109",24/7,1,,1,0,1,0,1,1,1,2,,2,,,,,Showers do not work. ,0,City of San Diego,328927bd-29cb-4fd5-a656-9bbb5e1100f9,42:35.3,arios8883_SDSUGeo,35:16.6,,2/11/22 18:34
105,1068,Cabrillo Heights Park,32.80527694,-117.1475371,"8308 Hurlbut St, San Diego, CA 92123",24/7,1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of San Diego,e8be85e5-93c0-4b90-9aca-1acb5a94fed3,42:35.3,arios8883_SDSUGeo,37:02.4,,1/21/22 19:35
106,1401,Neil Good Day Center,32.7079613,-117.1482672,"299 17th St, San Diego, CA 92101",Mon - Fri 7:00am - 3:00pm ,0,,1,0,1,0,0,1,1,1,5,,,,,,,0,St. Vincent de Paul,fae01b3a-15e6-4ad9-b5d7-c5844705685d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
107,1281,John F. Kennedy Park,32.79951536,-116.9200431,"1675 E Madison Ave, El Cajon, CA 92019","7:00am - 7:00pm, daily",1,,1,0,0,0,1,1,1,2,,1,,,,,,0,City of El Cajon,f71b8149-371b-4f65-beed-9252a44c75dc,42:35.3,arios8883_SDSUGeo,55:02.4,,4/22/21 15:54
108,1247,Heritage Museum (Old Poway Park),32.96969388,-117.0371269,"14114 Midland Rd, Poway, CA 92064","8:00am - 9:00pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of Poway,0749006a-3b98-4d52-bf8f-6ece8344b115,42:35.3,arios8883_SDSUGeo,27:14.5,,1/22/22 15:26
109,1306,La Mesita Park,32.78942126,-117.0052123,"8855 Dallas St, La Mesa, CA 91942","Dawn to Sunset, daily ",,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of La Mesa,8956b54b-d40c-4353-9553-cb3d27ada5df,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
110,1035,Balboa Park 8th Avenue Chess Club,32.72931704,-117.1575932,"1011 8th Ave, San Diego, CA 92101",7:30am - 8:30pm,1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of San Diego,9ba8ee20-4560-4520-8806-71ab801d2be0,42:35.3,arios8883_SDSUGeo,51:58.1,,2/18/22 19:24
111,1452,Otay Ranch Town Center,32.6243871,-116.9678433,"2015 Birch Rd, Chula Vista, CA 91915","Mon - Thurs 10:00am - 7:00pm, Fri - Sat 10:00am - 5:00pm, Sun Closed",0,,1,1,1,1,1,1,3,5,,,,,1,,,0,Brookfield Properties,4ace8396-c8e3-4f1e-b324-3d184fe28c79,42:35.3,arios8883_SDSUGeo,15:45.6,,8/24/22 16:15
112,1182,El Toyon Park,32.68675428,-117.0858318,2005 E 4th St. National City CA 91950,24/7,1,,1,0,1,0,1,1,1,2,,1,,,,,,0,City of National City,a90f85b1-11d4-428c-bdad-0d64f73dd303,42:35.3,arios8883_SDSUGeo,25:58.6,,4/19/21 18:25
113,1293,Kennedy Neighborhood Park,32.69997388,-117.0914177,4825 Ocean View Blvd San Diego CA 92113,24/7,1,,1,0,0,0,0,1,1,2,,1,,,,,,0,City of San Diego,78ea8e57-a6ff-4750-b26e-62c03dfee370,42:35.3,arios8883_SDSUGeo,21:52.8,,4/22/21 16:21
114,1152,De Anza Cove Park,32.79708435,-117.2139383,"3000 N Mission Bay Dr, San Diego, CA 92109",24/7,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,32ea97b8-175e-492e-b3a0-2b54946ed969,42:35.3,arios8883_SDSUGeo,08:05.1,,3/19/22 16:05
115,1323,Lemon Grove Park,32.72980556,-117.0228806,"2271 Washington St, Lemon Grove, CA 91945","5:00am - 10:00pm, daily",1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Lemon Grove,73740506-e016-44e6-84dd-8155c7330dae,42:35.3,arios8883_SDSUGeo,30:41.2,,7/23/22 14:30
116,1038,Bay Terraces Community Park,32.680779,-117.0356121,"7373 Tooma St., San Diego, CA  92139",not listed,1,,1,0,0,0,0,1,1,2,,1,,,,,,0,City of San Diego,ac21108d-8487-4987-acf4-608343549ad6,42:35.3,arios8883_SDSUGeo,12:23.3,,4/19/21 16:11
117,1387,Morley Field Sports Complex,32.73846015,-117.1384789,"2221 Morley Field Dr, San Diego, CA 92104","Mon & Wed 3:00pm - 9:00pm, Tues, Thurs, & Fri 4:00pm - 8:00pm, Sat 9:00am - 5:00pm, Sun Closed",1,,1,0,1,0,0,1,1,2,,1,,,,,Open at 9 pm Friday 4/15/2021 I was at this park all day Sunday 4/17/2022 & it was never cleaned or serviced on a busy Easter Sunday.,0,City of San Diego,ecf728aa-2ef3-4580-9724-c8e89b4b7f6a,42:35.3,arios8883_SDSUGeo,15:20.3,,4/23/22 18:14
118,1386,Morley Field Velodrome,32.73686174,-117.1401287,"2516 Pershing Dr, San Diego, CA 92104","Mon & Wed 3:00pm - 9:00pm, Tues, Thurs, & Fri 4:00pm - 8:00pm, Sat 9:00am - 5:00pm, Sun Closed",1,,1,0,0,0,0,1,1,2,,1,,,,,,0,City of San Diego,2d5e3b69-d42a-423b-9a37-dfeb4b8a924e,42:35.3,arios8883_SDSUGeo,25:10.0,,4/23/22 18:24
119,1266,Imperial Beach Branch Library,32.57674498,-117.116247,"810 Imperial Beach Blvd, Imperial Beach, CA 91932","Sun Closed, Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm",0,,1,2,1,1,0,1,1,1,1,,,,,,,0,San Diego County,cb0a6df0-78ce-445c-9e42-e5e874855aa8,42:35.3,arios8883_SDSUGeo,45:06.1,,7/22/22 14:42
120,1504,Rancho Peñasquitos Branch Library,32.95803127,-117.1219623,"13330 Salmon River Rd, San Diego, CA 92129",Mon - Tues 11:30am-8:00pm; Wed - Sat 9:30am - 6:00pm; Sun Closed,,,,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,b1b0a6f7-f8fd-4b01-93bb-1293e91b09a4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
121,1249,Chula Vista Heritage Park Recreation Center,32.62446179,-116.9977437,"1381 E Palomar St, Chula Vista, CA 91913","Mon - Wed & Sat 8:00am - 7:00pm, Thurs 24 hours, Fri 8:00am - 9:00pm, Sun 1:55am - 7:00pm",1,,1,0,1,0,1,1,1,2,,1,,,,,,0,City of Chula Vista,950c3d3c-7d34-45c8-a9b6-28b9a5874f06,42:35.3,arios8883_SDSUGeo,27:28.8,,4/18/21 15:26
122,1322,Lemon Grove Branch Library,32.73854824,-117.0292828,"7866 Lincoln St, Lemon Grove, CA 91945","Sun Closed, Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm",0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of Lemon Grove,10a7a595-1a51-4994-bbf2-ada07ba1a4de,42:35.3,arios8883_SDSUGeo,24:31.8,,7/23/22 14:23
123,1225,Golden Hill Park,32.72047143,-117.1404708,"2590-2596 Golden Hill Dr, San Diego, CA 92102",Sun - Fri 7:00am - 6:30pm; Sat 7:00am - 6:00pm,1,,1,0,0,0,0,1,1,2,,1,,,,,,0,City of San Diego,ff047a82-695e-4939-acae-cde24dc25a16,42:35.3,arios8883_SDSUGeo,12:08.7,,6/18/24 13:04
125,1155,Del Mar Powerhouse Community Center,32.96155775,-117.2679088,"1658 Coast Blvd, Del Mar, CA 92014","6:30am open, daily",3,,0,,,,,,,,,,,,,,,0,City of Del Mar,998e0e59-30de-4c9b-94ad-a03022faeb19,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,7/4/23 16:15
126,1376,Mission Point Park,32.760271,-117.246726,"2600 Bayside Ln, San Diego, CA 92109",24/7,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,00cc2b97-9ec6-4d72-bd0d-339915aa4579,42:35.3,arios8883_SDSUGeo,23:11.1,,2/23/22 17:22
127,1406,North Cove,32.77698548,-117.2367005,"539 Hummingbird Ln, San Diego, CA 92109",24/7,,,0,,,,,,,,,,,,,,,1,City of San Diego,4a133c80-6676-4611-85ab-cd5b0c022856,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
128,1056,Oceanside Strand Breakwater,33.20027257,-117.389357,"900 The Strand N, Oceanside, CA 92054",24/7,1,,0,0,1,0,1,1,3,2,,2,,,,,,0,City of Oceanside,e3641eac-0942-4802-9b15-26e3557f319b,42:35.3,arios8883_SDSUGeo,18:37.5,,8/26/22 18:17
129,1439,Oceanside Strand Sportfisher,33.19597847,-117.3857355,"The Strand N, Oceanside, CA 92054",24/7,0,,0,0,1,0,1,1,3,2,,2,,,,,,0,City of Oceanside,c485e1b6-71e7-4c71-8fbc-9aabdc731a61,42:35.3,arios8883_SDSUGeo,51:00.0,,8/24/22 14:50
130,1456,Pacific Beach Lifeguard Station,32.79442258,-117.2558989,"4400 Ocean Front Walk, San Diego, CA 92109",9am-10pm,1,,0,0,1,0,1,1,1,2,,2,,,,,,0,City of San Diego,f06ca2e5-917f-4652-90a8-cc90ba4d0b0c,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/24/22 16:49
131,1582,South Mission Beach,32.759911,-117.252858,"339 N Jetty Rd, San Diego, CA 92109",24/7,,,0,,,,,,,,,,,,,,,1,City of San Diego,a9ca434b-3004-4015-bb15-e5d1f1548f3c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
132,1825,Waterfront Park Playground,32.72100654,-117.1719028,"1600 Pacific Hwy, San Diego, CA 92101",6:00am - 10:00pm daily,0,,0,0,1,1,1,1,1,2,,1,,,,,,0,San Diego County,b0527a68-4ab1-44b9-b8c5-67b741e48e5c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
133,1721,Civita Park Splashpad,32.77830161,-117.1474859,"Russell Park Way & Civita Blvd, San Diego, CA 92108",Sunrise to Sunset,1,,0,0,1,1,1,1,3,2,,1,,,,,,0,City of San Diego,6e188964-6ded-4ee4-aff7-6a94d50bc4b6,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/15/23 19:18
134,1626,Torrey Pines State Beach North Parking Lot,32.93478887,-117.2600898,"13079 N Torrey Pines Rd, San Diego, CA 92121","7:15am to Sunset, daily ",1,,0,0,1,1,1,1,3,2,,2,,,,,,0,City of San Diego & CA State,1e19c189-98d8-4601-863e-f1971601eda0,42:35.3,arios8883_SDSUGeo,35:03.1,,32:03.8
135,1796,Potrero County Park Campground,32.61267589,-116.5929059,"24800 Potrero Park Dr, Potrero, CA 91963","9:30am to Sunset, daily",,,2,,,,,,,,,,,,,,,1,San Diego County,ed3cb7f2-0eac-4bfc-97d4-0f5214c4390d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
136,1740,Guajome Regional Campground,33.24487263,-117.2731468,"3000 Guajome Lake Rd, Oceanside, CA 92057","9:30am to Sunset, daily",,,2,,,,,,,,,,,,,,,1,San Diego County,dc921d23-0406-44d2-9582-11903cf6a21a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
137,1790,Oceanside Pier Plaza,33.1936567,-117.3833128,"195 N Pacific St, Oceanside, CA 92054","Dawn to Sunset, daily ",1,,0,0,1,1,1,1,3,2,,2,,,,,,0,City of Oceanside,9770c2ad-cbf9-4d2b-a9d9-ab546bc7f216,42:35.3,arios8883_SDSUGeo,43:03.0,,8/24/22 14:42
138,1770,City College Campus Building A,32.71897779,-117.1516167,"1313 Park Blvd, d105, San Diego, CA 92101","Mon - Thurs 8:00am - 4:30pm, Fri 8:00am - 1:00pm, Sat - Sun closed",1,,1,2,1,1,1,1,1,6,,,,College,,,,0,San Diego City College,6ad07f60-186b-4904-843c-41b4906d849f,42:35.3,arios8883_SDSUGeo,29:22.7,,8/18/22 19:29
139,1284,Julian Visitor Center,33.07805996,-116.6025477,"2129 Main St, Julian, CA 92036","10:00am - 4:00pm, daily",,,1,,,,,,,,,,,,,,,1,City of Julian,317fd7ea-5905-4ae1-ae89-fea0d94192d4,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
140,1692,Old Town Robinson Rose House,32.75479607,-117.1980125,"4098 Mason Street, San Diego, CA 92110",10:00am to 6pm,3,,1,0,1,0,0,1,1,5,,,,,,,,0,City of San Diego & CA state parks,f0563736-91e3-49e7-9a01-adb2d714daeb,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,40:47.6
141,1200,Fallbrook Branch Library,33.3814201,-117.2532178,"124 S Mission Rd, Fallbrook, CA 92028","Mon, Wed, Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm, Sun closed",,,1,,,,,,,,,,,,,,,1,San Diego County,4233a68d-cc95-4676-8fd5-dd604867ce06,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
142,1552,Santee Trolley Square,32.84189367,-116.9804241,"9884 Mission Gorge Rd, Santee, CA 92071","10:00am - 9:00pm, daily",1,,1,3,2,2,2,0,2,,,,,,,,,2,Kimco Realty,9b0e4fee-4350-48f2-9f41-89bf7723ba33,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
143,1677,Casa de Reyes,32.75571643,-117.1971794,"2754 Calhoun St, San Diego, CA 92110",Mon - Thurs 11:00am - 9:00pm; Fri 11:00am - 10:00pm; Sat 10:00am - 10:00pm; Sun 10:00am - 9:00pm ,0,,1,0,1,1,0,1,1,2,,1,,,,,,0,"City of San Diego, CA state parks, & OLD TOWN FAMILY HOSPITALITY CORP",5c9a2959-c1d3-4c2b-b28f-89b390e54640,42:35.3,arios8883_SDSUGeo,35:12.2,,10/24/22 15:34
144,1142,Cowles Mountain,32.80482069,-117.0373814,"7001 Golfcrest Dr, San Diego, CA 92119",24/7,1,,1,0,1,0,0,1,3,2,,3,,,,,,0,City of San Diego & Mission Trails Regional Park,a741d1a6-5b0b-461e-a19f-44784323efa9,42:35.3,arios8883_SDSUGeo,58:12.0,,57:06.6
145,1407,North Park Community Park,32.75229193,-117.1345576,"4100 Idaho St, San Diego, CA 92104",24/7,,,1,,,,,,,,,,,,,,,1,City of San Diego,dbbfcd26-9b2a-45bb-8289-dcee3f3b1370,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
146,1827,Oceanside Strand Wisconsin Ave,33.18628322,-117.3769648,"740 S The Strand, Oceanside, CA 92054",24/7,0,,1,0,0,0,0,1,3,2,,2,,,,,,0,City of Oceanside,636c37cd-5540-4664-85ab-acc9d6926f48,42:35.3,arios8883_SDSUGeo,01:27.2,,8/24/22 15:00
147,1482,Pioneer Park,32.74948,-117.177106,"1521 Washington Pl, San Diego, CA 92103",6:00am to Dusk ,1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of San Diego,f13ae10e-019d-4047-a261-54a0ecb55ca6,42:35.3,arios8883_SDSUGeo,21:26.6,,2/24/22 18:20
148,1151,Dana Park,32.73240725,-117.2329093,"1775 Chatsworth Blvd, San Diego, CA 92106",Joint Use Hours,,,1,,,,,,,,,,,,,,,1,City of San Diego & San Diego Unified,b77f5fcc-dc95-420d-9fc1-1fdd40d10d0d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
149,1244,Hawk Pocket Park,32.71155999,-117.0892097,"4920 Guymon St, San Diego, CA 92102",24/7,1,,1,0,1,0,1,1,1,2,,1,,,,,,0,City of San Diego,67a29790-d133-4432-a652-41e4dfd4a84f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
150,1712,Imperial Beach Veterans Park ,32.5780075,-117.1156656,"1075 8th St, Imperial Beach, CA 91932","5:00am - 10:00pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of Imperial Beach,9cc4e2a1-bee8-465d-b4c5-882fd95fe0aa,42:35.3,arios8883_SDSUGeo,43:02.8,,7/22/22 15:41
